NAME,LAT,LONG,LAMBDA_M,RHO,RHO_0,DELTA_RHO
SHANGRILA,-6.8376737,196.6413515,2815.225704,1.13E-05,1.71E-06,6.574919927
SHANGRILA,-6.8376737,197.1976212,3232.697874,5.20E-06,1.26E-06,4.114986814
SHANGRILA,-6.8376737,197.7538909,3612.97447,2.90E-06,9.80E-07,2.94923242
SHANGRILA,-6.8376737,198.3101606,3726.175066,6.00E-06,9.15E-07,6.518027486
SHANGRILA,-6.8376737,198.8664303,3797.329043,1.22E-05,8.77E-07,13.859328
SHANGRILA,-6.8376737,199.4227,3652.227716,2.05E-05,9.57E-07,21.37964399
SHANGRILA,-6.8376737,199.9789697,2812.172966,1.12E-05,1.72E-06,6.551865796
SHANGRILA,-6.8376737,200.5352394,2786.97962,6.70E-06,1.75E-06,3.81824073
SHANGRILA,-6.8376737,201.0915091,2532.573526,8.10E-06,2.17E-06,3.734337582
SHANGRILA,-6.8376737,201.6477788,3148.962806,2.02E-05,1.33E-06,15.1191987
SHANGRILA,-6.8376737,202.2040485,3720.409887,4.28E-05,9.18E-07,46.58453381
SHANGRILA,-6.8376737,202.7603182,6506.416004,0.0001305,2.63E-07,496.4340016
SHANGRILA,-6.8376737,203.3165879,3120.22252,3.49E-05,1.36E-06,25.68474319
SHANGRILA,-6.8376737,203.8728576,2291.56143,2.93E-05,2.71E-06,10.80605388
SHANGRILA,-6.8376737,204.4291273,2149.35768,1.20E-05,3.13E-06,3.842101519
SHANGRILA,-6.8376737,204.9853971,3263.88541,2.35E-05,1.23E-06,19.10208024
SHANGRILA,-6.8376737,211.6606335,2713.389515,1.52E-05,1.86E-06,8.16986752
SHANGRILA,-6.8376737,212.2169032,2845.733489,2.28E-05,1.67E-06,13.61680432
SHANGRILA,-6.8376737,212.7731729,2236.641908,1.79E-05,2.87E-06,6.243669827
SHANGRILA,-6.8376737,213.3294426,2000.642737,1.60E-05,3.68E-06,4.351688531
SHANGRILA,-6.8376737,213.8857123,2694.440085,4.10E-05,1.89E-06,21.67788287
FENSAL,-6.8376737,319.0206864,2567.137265,4.10E-06,2.11E-06,1.950935077
FENSAL,-6.8376737,319.5769561,2535.912406,1.01E-05,2.16E-06,4.687875259
FENSAL,-6.8376737,320.1332258,2468.456488,9.90E-06,2.30E-06,4.29604546
FENSAL,-6.8376737,320.6894955,2799.947568,6.70E-06,1.73E-06,3.876059789
FENSAL,-6.8376737,321.2457652,2964.602762,7.10E-06,1.53E-06,4.663738916
FENSAL,-6.8376737,321.8020349,2754.246583,1.32E-05,1.80E-06,7.349905679
FENSAL,-6.8376737,322.3583046,3320.358941,1.33E-05,1.18E-06,11.2183234
FENSAL,-6.281404,0.278145977,4194.355535,1.68E-05,7.02E-07,23.90397393
FENSAL,-6.281404,0.834415681,2746.187813,6.60E-06,1.81E-06,3.640254877
FENSAL,-6.281404,1.390685385,2514.177181,4.00E-06,2.21E-06,1.823614696
FENSAL,-6.281404,1.946955089,2400.845546,1.90E-06,2.45E-06,0.785327045
FENSAL,-6.281404,2.503224793,2966.102515,7.10E-06,1.52E-06,4.671381495
SENKYO,-6.281404,57.57392549,4218.160318,1.35E-05,6.93E-07,19.47678924
BELET,-6.281404,77.59963483,3421.948977,8.20E-06,1.11E-06,7.420842049
BELET,-6.281404,78.15590454,3365.916688,1.35E-05,1.15E-06,11.72434361
BELET,-6.281404,78.71217424,5218.638002,1.25E-05,4.30E-07,29.09604876
BELET,-6.281404,89.83756832,3189.099543,2.40E-05,1.30E-06,18.49068998
BELET,-6.281404,90.39383803,2428.914637,1.51E-05,2.38E-06,6.348513367
BELET,-6.281404,90.95010773,2725.317016,2.20E-06,1.84E-06,1.183815547
BELET,-6.281404,91.50637743,2992.788669,9.60E-06,1.49E-06,6.411765175
BELET,-6.281404,92.06264714,7215.443629,4.04E-05,2.08E-07,193.796547
BELET,-6.281404,92.61891684,4630.458046,2.59E-05,5.63E-07,46.09745993
BELET,-6.281404,93.17518655,2741.906713,4.40E-06,1.82E-06,2.414609755
BELET,-6.281404,94.28772596,2082.939196,8.30E-06,3.36E-06,2.47917311
BELET,-6.281404,94.84399566,2400.219496,1.15E-05,2.45E-06,4.707985533
BELET,-6.281404,95.40026536,2008.215851,4.80E-06,3.65E-06,1.321573417
BELET,-6.281404,95.95653507,2295.094224,1.65E-05,2.71E-06,6.108795602
BELET,-6.281404,96.51280477,4018.598456,4.50E-05,7.72E-07,58.2694604
BELET,-6.281404,97.06907448,2447.739842,5.90E-06,2.34E-06,2.5082462
BELET,-6.281404,97.62534418,2692.450976,2.15E-05,1.89E-06,11.38216647
BELET,-6.281404,98.18161388,2404.71285,9.60E-06,2.44E-06,3.947149688
BELET,-6.281404,98.73788359,2394.095447,1.15E-05,2.46E-06,4.669207133
BELET,-6.281404,99.29415329,2242.890693,1.26E-05,2.85E-06,4.410224591
BELET,-6.281404,99.850423,1925.695913,9.20E-06,4.01E-06,2.307413079
BELET,-6.281404,100.4066927,2053.40376,3.30E-06,3.47E-06,0.946862908
BELET,-6.281404,100.9629624,2005.763933,9.60E-06,3.66E-06,2.632713351
BELET,-6.281404,102.0755018,2220.960195,7.10E-06,2.91E-06,2.441221317
BELET,-6.281404,102.6317715,2571.631877,6.20E-06,2.10E-06,2.943022966
BELET,-6.281404,103.1880412,2733.453488,4.40E-06,1.83E-06,2.390592038
BELET,-6.281404,103.7443109,2584.039795,2.10E-06,2.07E-06,0.996414562
BELET,-6.281404,104.3005806,2514.022759,2.00E-06,2.21E-06,0.911625978
BELET,-6.281404,104.8568503,3487.573102,1.95E-05,1.06E-06,18.41359918
BELET,-6.281404,105.41312,2549.420644,1.22E-05,2.14E-06,5.723043059
BELET,-6.281404,105.9693897,2113.49524,6.80E-06,3.25E-06,2.079088761
BELET,-6.281404,106.5256594,1992.925683,8.00E-06,3.71E-06,2.148789453
BELET,-6.281404,107.0819291,2038.541657,4.90E-06,3.53E-06,1.387282228
BELET,-6.281404,107.6381989,1939.22668,9.30E-06,3.94E-06,2.360316131
BELET,-6.281404,108.1944686,2033.559222,6.50E-06,3.55E-06,1.835113236
BELET,-6.281404,108.7507383,2056.416077,4.90E-06,3.46E-06,1.427050947
BELET,-6.281404,109.307008,2214.963431,5.30E-06,2.93E-06,1.814959383
BELET,-6.281404,109.8632777,2098.200967,8.40E-06,3.31E-06,2.538465799
BELET,-6.281404,110.4195474,2297.662049,7.40E-06,2.70E-06,2.72486694
BELET,-6.281404,110.9758171,2144.959896,8.60E-06,3.15E-06,2.726220464
BELET,-6.281404,111.5320868,2090.051036,8.40E-06,3.34E-06,2.506682663
BELET,-6.281404,112.0883565,2163.229364,6.90E-06,3.09E-06,2.241692052
BELET,-6.281404,112.6446262,1999.191061,1.12E-05,3.68E-06,3.039031693
BELET,-6.281404,113.2008959,2069.806308,6.60E-06,3.41E-06,1.943138765
BELET,-6.281404,113.7571656,2108.856817,1.01E-05,3.27E-06,3.096528648
BELET,-6.281404,114.3134353,2263.426668,1.45E-05,2.79E-06,5.191199221
BELET,-6.281404,114.869705,2480.348131,6.00E-06,2.27E-06,2.618046408
BELET,-6.281404,115.4259747,2538.212646,4.10E-06,2.16E-06,1.880662299
BELET,-6.281404,116.5385141,2362.271248,5.70E-06,2.54E-06,2.235618953
BELET,-6.281404,117.0947838,2463.978347,5.90E-06,2.31E-06,2.562518979
BELET,-6.281404,117.6510535,2602.470763,4.20E-06,2.04E-06,2.039215477
BELET,-6.281404,118.2073232,2605.356388,1.25E-05,2.04E-06,6.13963434
BELET,-6.281404,118.7635929,2769.040142,1.55E-05,1.78E-06,8.724898589
BELET,-6.281404,119.3198626,3782.428404,2.53E-05,8.85E-07,28.56619004
BELET,-6.281404,119.8761323,7127.762197,0.0001468,2.14E-07,685.1435585
BELET,-6.281404,120.432402,5487.54273,2.63E-05,3.85E-07,68.47131298
BELET,-6.281404,120.9886717,5234.414561,1.26E-05,4.28E-07,29.38178483
BELET,-6.281404,121.5449415,9431.381144,5.28E-05,1.15E-07,461.2187747
BELET,-6.281404,126.5513688,4938.190625,2.77E-05,4.87E-07,56.77345789
BELET,-6.281404,127.1076385,10391.74646,2.49E-05,9.22E-08,270.5651167
BELET,-6.281404,127.6639082,4171.999445,1.00E-05,7.10E-07,14.0963657
BELET,-6.281404,128.2201779,3253.537784,1.82E-05,1.24E-06,14.70521935
SHANGRILA,-6.281404,144.908269,2698.039726,3.24E-05,1.88E-06,17.18824972
SHANGRILA,-6.281404,166.0465178,5611.147323,3.47E-05,3.66E-07,94.89747513
SHANGRILA,-6.281404,166.6027875,3916.596822,4.60E-06,8.18E-07,5.598990802
SHANGRILA,-6.281404,167.1590572,3390.824228,1.24E-05,1.13E-06,10.94873997
SHANGRILA,-6.281404,167.7153269,3788.421581,1.82E-05,8.81E-07,20.6315294
SHANGRILA,-6.281404,168.2715966,3009.886814,9.60E-06,1.47E-06,6.531118459
SHANGRILA,-6.281404,168.8278663,2629.855921,8.40E-06,1.99E-06,4.219015342
SHANGRILA,-6.281404,169.384136,2503.823323,8.00E-06,2.23E-06,3.598825611
SHANGRILA,-6.281404,169.9404057,2457.736981,5.90E-06,2.32E-06,2.541563898
SHANGRILA,-6.281404,170.4966754,2584.330037,4.10E-06,2.07E-06,1.993553844
SHANGRILA,-6.281404,177.1719119,3006.765989,2.40E-06,1.48E-06,1.627304922
SHANGRILA,-6.281404,190.5223847,3092.806934,3.00E-05,1.39E-06,21.59940444
SHANGRILA,-6.281404,191.0786545,2582.14147,2.27E-05,2.08E-06,10.93451285
SHANGRILA,-6.281404,191.6349242,2012.524421,1.45E-05,3.63E-06,3.992325284
SHANGRILA,-6.281404,192.1911939,2358.295375,5.70E-06,2.55E-06,2.22345998
SHANGRILA,-6.281404,192.7474636,2262.123975,1.45E-05,2.79E-06,5.18153259
SHANGRILA,-6.281404,193.3037333,2708.880932,1.95E-05,1.87E-06,10.44771386
SHANGRILA,-6.281404,193.860003,2157.898405,2.07E-05,3.11E-06,6.671569113
SHANGRILA,-6.281404,194.4162727,2073.628317,1.00E-05,3.39E-06,2.932169068
SHANGRILA,-6.281404,194.9725424,2282.980044,7.30E-06,2.74E-06,2.668898118
SHANGRILA,-6.281404,195.5288121,2055.609617,1.32E-05,3.46E-06,3.800639891
SHANGRILA,-6.281404,196.0850818,2453.740421,1.37E-05,2.33E-06,5.899151943
SHANGRILA,-6.281404,196.6413515,2738.941559,2.40E-06,1.82E-06,1.32081731
SHANGRILA,-6.281404,197.1976212,3346.513123,8.00E-06,1.16E-06,6.90416195
SHANGRILA,-6.281404,197.7538909,4247.532967,3.40E-06,6.82E-07,4.979825863
SHANGRILA,-6.281404,198.3101606,4448.73238,3.60E-06,6.15E-07,5.78477371
SHANGRILA,-6.281404,198.8664303,3866.056626,9.30E-06,8.42E-07,11.01598878
SHANGRILA,-6.281404,199.4227,3200.716245,2.60E-06,1.29E-06,1.992320132
SHANGRILA,-6.281404,199.9789697,3166.03265,5.10E-06,1.32E-06,3.846537472
SHANGRILA,-6.281404,200.5352394,2686.410145,8.60E-06,1.90E-06,4.519878466
SHANGRILA,-6.281404,201.0915091,2650.893899,1.48E-05,1.96E-06,7.576212962
SHANGRILA,-6.281404,201.6477788,2896.395478,2.02E-05,1.61E-06,12.55589815
SHANGRILA,-6.281404,202.2040485,2293.6976,3.97E-05,2.71E-06,14.65364024
SHANGRILA,-6.281404,203.3165879,2474.352941,4.03E-05,2.29E-06,17.62036589
SHANGRILA,-6.281404,203.8728576,2639.228359,2.53E-05,1.98E-06,12.80366609
SHANGRILA,-6.281404,204.4291273,2250.192313,1.80E-05,2.83E-06,6.366964911
SHANGRILA,-6.281404,204.9853971,3381.148893,3.24E-05,1.14E-06,28.48758949
SHANGRILA,-6.281404,211.6606335,2110.619471,1.52E-05,3.26E-06,4.657373865
SHANGRILA,-6.281404,212.2169032,2146.029422,2.75E-05,3.14E-06,8.737996895
SHANGRILA,-6.281404,212.7731729,2254.076311,1.98E-05,2.82E-06,7.042875155
SHANGRILA,-6.281404,213.3294426,2249.968832,1.80E-05,2.83E-06,6.364918492
SHANGRILA,-6.281404,213.8857123,2695.173668,3.02E-05,1.89E-06,15.9872609
FENSAL,-6.281404,319.5769561,2730.737746,1.75E-05,1.83E-06,9.531644911
FENSAL,-6.281404,320.1332258,3406.522964,1.36E-05,1.12E-06,12.18847289
FENSAL,-6.281404,320.6894955,8949.536774,6.44E-05,1.29E-07,500.401066
FENSAL,-6.281404,321.2457652,6299.312224,6.05E-05,2.83E-07,214.0494788
FENSAL,-6.281404,321.8020349,5405.671048,2.16E-05,3.98E-07,54.34905778
FENSAL,-6.281404,322.3583046,3846.52659,1.23E-05,8.52E-07,14.44912097
FENSAL,-5.7251344,0.278145977,7052.356807,3.46E-05,2.19E-07,157.7898342
FENSAL,-5.7251344,0.834415681,2724.337486,6.50E-06,1.84E-06,3.547315807
BELET,-5.7251344,73.1494772,2482.750692,1.00E-05,2.27E-06,4.392274729
BELET,-5.7251344,77.59963483,5340.892051,4.30E-06,4.09E-07,10.45372561
BELET,-5.7251344,78.15590454,3795.451278,3.00E-06,8.78E-07,3.459288055
BELET,-5.7251344,78.71217424,3177.200855,1.27E-05,1.31E-06,9.726599282
BELET,-5.7251344,90.39383803,5092.897787,5.81E-05,4.55E-07,127.9025078
BELET,-5.7251344,90.95010773,8677.143586,3.28E-05,1.38E-07,237.7773735
BELET,-5.7251344,91.50637743,4549.06529,1.46E-05,5.85E-07,24.87164044
BELET,-5.7251344,92.06264714,5713.463685,9.10E-06,3.51E-07,26.00838908
BELET,-5.7251344,92.61891684,14601.99666,6.21E-05,4.31E-08,1442.689973
BELET,-5.7251344,93.17518655,2575.447239,3.21E-05,2.09E-06,15.33606517
BELET,-5.7251344,97.06907448,2880.884851,1.38E-05,1.63E-06,8.501347382
BELET,-5.7251344,97.62534418,2799.375646,1.34E-05,1.73E-06,7.746993981
BELET,-5.7251344,98.18161388,3198.350841,1.28E-05,1.29E-06,9.93778664
BELET,-5.7251344,98.73788359,2957.428661,1.89E-05,1.53E-06,12.33946586
BELET,-5.7251344,99.29415329,2906.511542,7.00E-06,1.59E-06,4.374311319
BELET,-5.7251344,99.850423,2644.403089,2.10E-06,1.97E-06,1.073759891
BELET,-5.7251344,100.4066927,2718.534696,8.70E-06,1.85E-06,4.697216582
BELET,-5.7251344,100.9629624,2445.095825,7.80E-06,2.35E-06,3.332646978
BELET,-5.7251344,101.5192321,2278.211229,9.10E-06,2.75E-06,3.313614223
BELET,-5.7251344,102.0755018,2405.48586,1.15E-05,2.44E-06,4.741510645
BELET,-5.7251344,115.4259747,2810.131941,9.00E-06,1.72E-06,5.229186499
BELET,-5.7251344,115.9822444,2478.483907,4.00E-06,2.28E-06,1.741120816
BELET,-5.7251344,116.5385141,2316.44631,1.85E-05,2.65E-06,6.994125435
BELET,-5.7251344,117.0947838,2132.328594,8.50E-06,3.19E-06,2.674586446
SHANGRILA,-5.7251344,165.4902481,4117.850723,3.30E-06,7.31E-07,4.504197862
SHANGRILA,-5.7251344,166.0465178,4493.218551,1.69E-05,6.02E-07,28.03371834
SHANGRILA,-5.7251344,172.7217542,2051.867257,7.20E-06,3.48E-06,2.062189732
SHANGRILA,-5.7251344,174.946833,4011.917085,7.30E-06,7.75E-07,9.356632047
SHANGRILA,-5.7251344,190.5223847,2428.864818,4.40E-06,2.38E-06,1.827856774
SHANGRILA,-5.7251344,191.0786545,3979.295392,2.87E-05,7.90E-07,36.28577703
SHANGRILA,-5.7251344,191.6349242,2215.326659,1.24E-05,2.93E-06,4.237154005
SHANGRILA,-5.7251344,192.1911939,1857.894175,7.40E-06,4.34E-06,1.712169702
SHANGRILA,-5.7251344,192.7474636,1974.084503,9.50E-06,3.79E-06,2.500456204
SHANGRILA,-5.7251344,193.3037333,1662.900839,1.46E-05,5.56E-06,2.630685415
SHANGRILA,-5.7251344,193.860003,1594.039698,1.02E-05,6.11E-06,1.668408238
SHANGRILA,-5.7251344,194.4162727,1684.679453,5.40E-06,5.40E-06,0.997771498
SHANGRILA,-5.7251344,201.6477788,2666.184594,3.84E-05,1.93E-06,19.8478495
SHANGRILA,-5.7251344,202.2040485,9923.828519,0.0001663,1.02E-07,1627.778705
SHANGRILA,-5.7251344,202.7603182,3043.705878,0.0003988,1.44E-06,277.2409138
SHANGRILA,-5.7251344,203.3165879,3327.68058,2.93E-05,1.18E-06,24.85693703
SHANGRILA,-5.7251344,203.8728576,5497.479128,5.28E-05,3.83E-07,137.7470347
SHANGRILA,-5.7251344,204.4291273,4351.855987,4.53E-05,6.46E-07,70.02828456
SHANGRILA,-5.7251344,204.9853971,3329.909279,4.34E-05,1.18E-06,36.89934057
SHANGRILA,-5.7251344,211.6606335,2231.126023,1.25E-05,2.88E-06,4.33576972
SHANGRILA,-5.7251344,212.2169032,2308.966192,2.59E-05,2.67E-06,9.689778157
SHANGRILA,-5.7251344,212.7731729,2037.363677,2.12E-05,3.53E-06,6.000317135
SHANGRILA,-5.7251344,213.3294426,2091.412177,2.51E-05,3.33E-06,7.535914628
SHANGRILA,-5.7251344,213.8857123,2742.628211,3.95E-05,1.82E-06,21.75000598
FENSAL,-5.7251344,319.5769561,2891.968199,6.90E-06,1.61E-06,4.303845393
FENSAL,-5.7251344,320.1332258,2940.717122,1.18E-05,1.55E-06,7.571968789
FENSAL,-5.7251344,320.6894955,3144.55568,7.50E-06,1.34E-06,5.644050192
FENSAL,-5.7251344,321.2457652,3010.95469,9.60E-06,1.47E-06,6.538623124
FENSAL,-5.7251344,321.8020349,2952.518931,9.40E-06,1.54E-06,6.136633845
FENSAL,-5.1688647,0.278145977,7160.062069,9.31E-05,2.12E-07,438.9698911
SENKYO,-5.1688647,53.12376786,5452.708259,2.62E-05,3.90E-07,67.07410079
SENKYO,-5.1688647,53.68003756,3153.249644,3.03E-05,1.33E-06,22.77890355
SENKYO,-5.1688647,54.23630727,3150.979589,2.52E-05,1.33E-06,18.93821343
SENKYO,-5.1688647,54.79257697,3114.323451,2.99E-05,1.37E-06,21.88102549
SENKYO,-5.1688647,55.34884667,4981.525917,7.17E-05,4.78E-07,150.1774236
SENKYO,-5.1688647,55.90511638,5002.331868,6.00E-05,4.73E-07,126.8480011
BELET,-5.1688647,73.70574691,12463.48352,6.74E-05,6.14E-08,1097.8714
BELET,-5.1688647,74.26201661,21552.68344,0.000233,1.80E-08,12930.37811
BELET,-5.1688647,78.15590454,3745.589918,3.00E-06,9.04E-07,3.314310102
BELET,-5.1688647,78.71217424,4526.687148,1.09E-05,5.92E-07,18.35827827
BELET,-5.1688647,97.06907448,3574.960201,2.29E-05,1.00E-06,22.7995847
BELET,-5.1688647,97.62534418,2422.514791,1.36E-05,2.40E-06,5.659551795
BELET,-5.1688647,98.18161388,4437.780773,5.33E-05,6.19E-07,86.08194904
BELET,-5.1688647,98.73788359,3201.920855,1.79E-05,1.28E-06,13.96324139
BELET,-5.1688647,99.29415329,2805.875935,4.50E-06,1.73E-06,2.601794782
BELET,-5.1688647,99.850423,2789.584821,2.20E-06,1.75E-06,1.276602713
BELET,-5.1688647,100.4066927,2899.831447,4.60E-06,1.60E-06,2.894564284
BELET,-5.1688647,101.5192321,3389.158659,5.40E-06,1.13E-06,4.795389938
BELET,-5.1688647,102.0755018,2597.567928,2.10E-06,2.05E-06,1.013402104
BELET,-5.1688647,115.4259747,2999.767858,3.60E-05,1.49E-06,24.22612332
BELET,-5.1688647,115.9822444,2742.877557,2.85E-05,1.82E-06,15.71296138
BELET,-5.1688647,116.5385141,7028.10302,6.18E-05,2.21E-07,279.674257
BELET,-5.1688647,117.0947838,2524.027157,2.62E-05,2.19E-06,12.0045018
SHANGRILA,-5.1688647,146.0208084,3191.354619,4.08E-05,1.29E-06,31.5762582
SHANGRILA,-5.1688647,164.3777087,3930.740072,1.52E-05,8.12E-07,18.68256495
SHANGRILA,-5.1688647,164.9339784,3739.45845,1.50E-05,9.07E-07,16.48388618
SHANGRILA,-5.1688647,165.4902481,2725.714198,1.24E-05,1.84E-06,6.752291573
SHANGRILA,-5.1688647,190.5223847,4000.473409,2.56E-05,7.80E-07,32.81307966
SHANGRILA,-5.1688647,191.0786545,2509.994985,8.00E-06,2.21E-06,3.627624032
SHANGRILA,-5.1688647,191.6349242,2060.947274,4.90E-06,3.44E-06,1.437256133
SHANGRILA,-5.1688647,192.1911939,1911.162989,4.60E-06,4.07E-06,1.125755369
SHANGRILA,-5.1688647,192.7474636,1654.437184,5.30E-06,5.63E-06,0.940939487
SHANGRILA,-5.1688647,193.3037333,1472.833352,5.90E-06,7.30E-06,0.807214053
SHANGRILA,-5.1688647,193.860003,1661.171564,5.30E-06,5.58E-06,0.953395969
SHANGRILA,-5.1688647,194.4162727,1679.880123,2.70E-06,5.44E-06,0.494299134
SHANGRILA,-5.1688647,201.6477788,2964.412685,3.08E-05,1.53E-06,20.20534024
SHANGRILA,-5.1688647,202.2040485,3289.054846,4.69E-05,1.21E-06,38.82421695
SHANGRILA,-5.1688647,202.7603182,3189.806442,4.98E-05,1.30E-06,38.42474555
SHANGRILA,-5.1688647,203.3165879,2625.150701,2.94E-05,2.00E-06,14.68119117
SHANGRILA,-5.1688647,203.8728576,2580.768954,4.75E-05,2.08E-06,22.82375133
SHANGRILA,-5.1688647,204.4291273,2660.464638,2.77E-05,1.94E-06,14.23523432
SHANGRILA,-5.1688647,204.9853971,4703.726175,4.89E-05,5.43E-07,90.07324831
SHANGRILA,-5.1688647,205.5416668,4095.839204,2.29E-05,7.40E-07,30.98700337
SHANGRILA,-5.1688647,211.6606335,2473.669874,1.78E-05,2.29E-06,7.785881885
SHANGRILA,-5.1688647,212.2169032,2157.256958,2.76E-05,3.11E-06,8.886867562
SHANGRILA,-5.1688647,212.7731729,2366.791148,3.03E-05,2.53E-06,11.99731818
SHANGRILA,-5.1688647,213.3294426,2932.306937,4.69E-05,1.56E-06,30.00833578
SHANGRILA,-5.1688647,213.8857123,2399.857247,5.57E-05,2.45E-06,22.74414818
SHANGRILA,-5.1688647,214.441982,3620.479209,9.27E-05,9.76E-07,95.01157146
FENSAL,-5.1688647,319.5769561,2968.466747,4.70E-06,1.52E-06,3.122298093
FENSAL,-5.1688647,320.1332258,2878.223529,4.60E-06,1.63E-06,2.825316067
FENSAL,-5.1688647,320.6894955,3003.257737,1.20E-05,1.48E-06,8.105829365
FENSAL,-5.1688647,321.2457652,4466.139982,1.43E-05,6.10E-07,23.4335083
FENSAL,-5.1688647,321.8020349,3632.966384,1.16E-05,9.68E-07,12.00957409
FENSAL,-4.6125951,0.278145977,3146.300636,1.44E-05,1.34E-06,10.80370974
SENKYO,-4.6125951,53.12376786,4390.96531,6.32E-05,6.33E-07,99.81180507
SENKYO,-4.6125951,53.68003756,3010.363194,4.80E-06,1.47E-06,3.267232778
SENKYO,-4.6125951,54.23630727,2426.720842,7.80E-06,2.39E-06,3.25224359
SENKYO,-4.6125951,54.79257697,3106.097716,4.97E-05,1.37E-06,36.15745244
SENKYO,-4.6125951,55.34884667,3258.029466,2.09E-05,1.24E-06,16.88119643
BELET,-4.6125951,73.1494772,10636.30016,1.90E-05,8.75E-08,216.8330656
BELET,-4.6125951,73.70574691,9300.110102,2.46E-05,1.18E-07,208.0904978
BELET,-4.6125951,74.26201661,6762.205652,0.0001009,2.41E-07,418.7476565
BELET,-4.6125951,74.81828631,13078.35051,1.61E-05,5.51E-08,292.3664027
BELET,-4.6125951,78.15590454,4410.836056,1.76E-05,6.27E-07,28.13376591
BELET,-4.6125951,78.71217424,12102.4072,5.81E-05,6.55E-08,886.2780263
BELET,-4.6125951,79.26844395,10190.85788,6.52E-05,9.63E-08,677.3196227
BELET,-4.6125951,98.18161388,2603.121938,4.20E-06,2.04E-06,2.040867817
BELET,-4.6125951,98.73788359,2782.613624,6.70E-06,1.76E-06,3.798909477
BELET,-4.6125951,99.29415329,2756.032581,6.60E-06,1.80E-06,3.682673535
BELET,-4.6125951,100.4066927,2342.044118,1.90E-06,2.59E-06,0.724745352
BELET,-4.6125951,100.9629624,2699.370229,1.94E-05,1.88E-06,10.32942381
BELET,-4.6125951,101.5192321,2397.954626,3.80E-06,2.45E-06,1.56453946
BELET,-4.6125951,115.4259747,1970.714681,3.00E-05,3.80E-06,7.874434875
BELET,-4.6125951,115.9822444,2476.334846,6.14E-05,2.28E-06,26.91168805
BELET,-4.6125951,116.5385141,3101.068815,7.44E-05,1.38E-06,53.95240899
BELET,-4.6125951,117.0947838,3491.841775,4.19E-05,1.06E-06,39.61428225
SHANGRILA,-4.6125951,159.3712813,6849.458121,3.36E-05,2.34E-07,143.6163037
SHANGRILA,-4.6125951,159.927551,5367.054942,3.86E-05,4.04E-07,95.58381371
SHANGRILA,-4.6125951,160.4838207,4377.300302,6.76E-05,6.38E-07,105.939755
SHANGRILA,-4.6125951,164.3777087,3626.01711,1.16E-05,9.72E-07,11.93536065
SHANGRILA,-4.6125951,164.9339784,2761.77665,4.40E-06,1.79E-06,2.471720458
SHANGRILA,-4.6125951,172.7217542,3517.909405,1.44E-05,1.04E-06,13.81584515
SHANGRILA,-4.6125951,173.2780239,3152.885025,1.39E-05,1.33E-06,10.45193381
SHANGRILA,-4.6125951,189.4098453,2640.136121,2.10E-06,1.98E-06,1.068160717
SHANGRILA,-4.6125951,189.966115,3100.510037,2.23E-05,1.38E-06,16.17628245
SHANGRILA,-4.6125951,190.5223847,2226.076993,1.07E-05,2.90E-06,3.689215142
SHANGRILA,-4.6125951,191.0786545,1814.086339,1.31E-05,4.58E-06,2.852784955
SHANGRILA,-4.6125951,191.6349242,1804.260966,1.01E-05,4.63E-06,2.180161147
SHANGRILA,-4.6125951,192.1911939,1923.042465,1.23E-05,4.02E-06,3.062847407
SHANGRILA,-4.6125951,192.7474636,1952.813973,7.80E-06,3.88E-06,2.011898201
SHANGRILA,-4.6125951,193.860003,1860.41561,1.50E-06,4.33E-06,0.343940799
SHANGRILA,-4.6125951,201.6477788,2455.886393,1.96E-05,2.32E-06,8.45124521
SHANGRILA,-4.6125951,202.2040485,2488.44285,1.99E-05,2.26E-06,8.819363081
SHANGRILA,-4.6125951,202.7603182,2478.734421,3.77E-05,2.28E-06,16.5460613
SHANGRILA,-4.6125951,203.3165879,2506.062006,4.41E-05,2.22E-06,19.85089425
SHANGRILA,-4.6125951,203.8728576,2288.084585,3.66E-05,2.72E-06,13.44132937
SHANGRILA,-4.6125951,204.4291273,2180.422765,6.63E-05,3.03E-06,21.84894918
SHANGRILA,-4.6125951,204.9853971,2745.953955,6.81E-05,1.81E-06,37.60559869
SHANGRILA,-4.6125951,205.5416668,2739.532028,2.63E-05,1.82E-06,14.44707514
SHANGRILA,-4.6125951,206.0979365,2630.213718,3.79E-05,1.99E-06,18.99393263
